lokalbahn, lokalban
involved, infolfet
vernehmbar, feənembaə
freiherrn, fraieeərn
fund, funt
boreaden, boreadən
gängeln, ɡeŋeln
acte, aktə
vorspringt, foəspriŋt
blickenden, plikəndən
vorzubehalten, foətsubehaltən
abwesenheit, apvesənhait
aufbauend, aufbauənt
galatee, ɡalateə
bräutigams, proyhtieɡams
leutchen, loytxən
vorsichtiges, foəsixtieɡes
voreilenden, foraieləndən
berdienen, beədinən
löst, løst
gekreuzigt, ɡekroyhtsiçt
ebers, ebeəs
wassertropfen, vaseətropfən
köpfen, køpfən
gesenkt, ɡesənkt
kreises, kraieses
wohlhabende, volhabəndə
verlogner, feəloknə
kehrtest, keətest
eingenommen, aiŋenomən
probe, probə
mützenschirme, mytsənʃiəmə
broadway, proatvai
unglücklicherweise, uŋklyklixeəvaisə
entwichenen, əntvixenən
professoren, profesorən
geraden, ɡeradən
aufdrängt, auftreŋt
umherschweifende, umheəʃvaiefəndə
causalität, kauhsalitet
verhalte, feəhaltə
migränestift, mikrenestift
wildhauch, viltaux
vergossen, feəɡosən
soubrette, tsoupretə
gegenbewegung, ɡeɡənbeveɡuŋk
lobenswürdige, lobənsvyədiçə
befahrnen, befaənən
schnaubt, ʃnaubt
sending, tsəndiŋk
verargt, feraəɡt
alkoholika, alkoholika
schicklicher, ʃiklixə
atavismus, atafismus
hört, høət
rednermiene, retneəminə
lieberes, liberes
widert, videət
höhlten, høltən
darreicht, daəraixt
hingewiegt, hiŋeviɡt
heftig, heftik
sorgenlos, tsoəɡənlos
auszusetzen, austsusetsən
aussteller, austelə
exclusions, eksklusions
entschlossener, ənt͡ʃlosənə
mannschaftsstube, manʃaftstubə
zischte, tsiʃtə
erdenbreite, eədənpraitə
zugehauen, tsuɡehauən
erstaunlicher, eəstaunlixə
negation, neɡatsion
wiedersehens, videəsehəns
beisammensassen, baiesamənsasən
zustand, tsustant
deux, doyks
ausgestattetes, ausɡestatetes
nebelnd, nebelnt
willenlosen, vilənlosən
abgeleiteter, apɡelaietetə
freigeist, fraieɡaist
toskanas, toskanas
schwellenden, ʃveləndən
ditlindenquelle, ditlindənkvelə
kunstwerke, kunstveəkə
fügten, fyktən
alterthumsstudien, alteətumstudin
tempeln, tempeln
choralmusik, xoralmusik
kikeriki, kikeriki
mitgeteilte, mitɡetailtə
entschwunden, ənt͡ʃvundən
herabgestiegen, herapɡestieɡən
obiger, obiçə
phantasiereichen, fantasiraiexən
schulfreund, ʃulfroynt
schluck, ʃluk
schwankend, ʃvaŋkənt
spezies, spetsis
goldner, ɡoltnə
auflösung, aufløsuŋk
kunstgerechte, kunstɡerextə
geschehenes, ɡeʃeenes
simonides, tsimonides
magische, maɡiʃə
pünktlich, pyŋktlix
euerem, oyerem
saul, tsaul
antrieben, antribən
dankbaren, daŋkbarən
hervorgucke, heəfoəɡukə
labsals, lapsals
jugendlichstem, juɡəntlikstem
hotel, hotel
wagrecht, vakrext
verneine, feənainə
wolke, volkə
verfolgt, feəfolɡt
red, ret
füttern, fyteən
entatmen, əntatmən
winkte, viŋktə
lichtsbedürftig, lixtsbedyəftik
ungeheur, uŋehoyə
spazierfahrten, spatsiəfaətən
falle, falə
dienliches, dinlixes
spielarten, spilaətən
silben, tsilbən
problem, proplem
getos, ɡetos
vortheil, foətail
the, tə
physischtheologischen, fysiʃteoloɡiʃən
dunklem, duŋklem
vorzugsweise, foətsuɡsvaisə
instinctes, instinktes
gleichmaß, klaixmas
zivilist, tsifilist
szientifischen, stsintiefiʃən
qualenland, kvalənlant
mißrät, misret
ihm, im
heben, hebən
welschen, velʃən
schwamm, ʃvam
artillerist, aətilerist
ruhm, rum
geschimpft, ɡeʃimpft
otto, oto
villen, filən
bürgers, byəɡeəs
abtragung, abtraɡuŋk
windeseile, vindesailə
ungültigkeit, uŋyltikkait
wohlgeregelten, volɡereɡeltən
umsichgreifen, umsixkraiefən
gesonderte, ɡesondeətə
packt, pakt
junggesellensitz, juŋkɡeselənsits
altvater, altfatə
arbeitsleute, aəbaitsloytə
wipfel, vipfel
nordwestlicher, noətvestlixə
fürsprache, fyəspraxə
privatzimmern, prifatsimeən
beilegte, baielektə
vorlesende, foəlesəndə
forsten, foəstən
adjektive, atjektifə
aufseher, aufseə
zurückbleiben, tsurykplaiebən
schema, ʃema
flogen, floɡən
niederträchtig, nideətrextik
loti, lotie
sammelfleißes, tsamelflaises
zappeln, tsapeln
satane, tsatanə
stören, størən
romantik, romantik
vertauschen, feətauhʃən
anfängen, anfeŋən
innern, ineən
komm, kom
wiederzuerkennen, videətsueəkənnən
empfände, empfendə
monadologie, monadoloɡiə
stegereife, steɡəraifə
vorbildlich, foəbiltlix
unvorhergesehener, unfoəheəɡeseənə
zeitliche, tsaitlixə
hinzuschwimmen, hintsuʃvimən
vorzunehmen, foətsunemən
aufhört, aufhøət
dauerndes, daueəndes
arn, aən
gruben, krubən
bergsee, beəkseə
schiffes, ʃifes
enthielte, əntiltə
schwan, ʃvan
fluche, fluxə
blumensträuße, plumənstroysə
wahns, vans
auszieh, austsi
sandsteinblock, tsandstainplok
ausdehnte, ausdentə
mulier, muliə
betrog, betrok
überlegenem, ybeəleɡənem
holzgitter, holtsɡitə
phänomena, fenomena
atme, atmə
schlucht, ʃluxt
hundsohren, huntsorən
nächtig, nextik
bläst, plest
wrong, vroŋk
schulzeit, ʃultsait
farbenpracht, faəbənpraxt
vollem, folem
abbruch, abprux
strich, strix
löwenschweif, løvənʃvaif
magier, maɡiə
endlosen, əntlosən
galt, ɡalt
weiblichem, vaiplixem
monument, monumənt
röteten, røtetən
anzuschließen, antsuʃlisən
vorfahren, foəfarən
entzweite, əntsvaitə
leidige, laiediçə
bemühungen, bemyhuŋən
herablassend, heraplasənt
lästig, lestik
holzobelisken, holtsobeliskən
erkundigen, eəkundiɡən
rieben, ribən
farbloses, faəploses
unendlich, unəntlix
hoff, hof
wirke, viəkə
geschwatzt, ɡeʃvatst
blättchens, pletxəns
perdurabile, peədurabilə
verstandeserkenntnisses, feəstandeseəkənntnises
überlegener, ybeəleɡənə
verstümmelte, feəstymeltə
hastig, hastik
herniederhängen, heənideəheŋən
wiesengrund, visənkrunt
meck, mek
neunzehnjährige, noyntsenjeriçə
luftzuge, luftsuɡə
fortschreitet, foət͡ʃraietet
hochmuth, hoxmut
gängelwagen, ɡeŋelvaɡən
frühlingsregen, fryliŋsreɡən
laubgeflüster, laupɡeflystə
charakteristische, xarakteristiʃə
qualbehausung, kvalbehauhsuŋk
wegnehmen, veknemən
beseeltem, beseltem
maserkranken, maseəkraŋkən
zugelassen, tsuɡelasən
kriegsschar, kriɡsxaə
erster, eəstə
gerechtsamen, ɡerextsamən
lodernd, lodeənt
systemen, systemən
indische, indiʃə
regierst, reɡiəst
exemplar, eksemplaə
säumnis, tsoymnis
raffinirten, rafiniətən
davonzulaufen, dafontsulauhfən
gefährt, ɡefeət
beschränken, beʃreŋkən
bitterkeit, biteəkait
gejagt, ɡejaɡt
allgegenwart, alɡeɡənvaət
prinzenblut, printsənplut
etwa, etva
schicksale, ʃiksalə
gegliederten, ɡeklideətən
geschähen, ɡeʃeən
zukunftsplänen, tsukunftsplenən
erliegen, eəliɡən
mancher, manxə
herabsetzte, herapsetstə
mitarbeitern, mitaəbaieteən
erlassen, eəlasən
einrichtens, ainrixtəns
unzähligen, untseliɡən
hinwandeln, hinvandeln
musenmilch, musənmilx
fäusten, foystən
gewimmer, ɡevimə
bläh, ple
sr, sr
schwierig, ʃvirik
erfinder, eəfində
domchors, domxoəs
karischen, kariʃən
entwurfe, əntvuəfə
unterwinden, unteəvindən
monumentalen, monuməntalən
trüben, trybən
zahmen, tsamən
sprachloses, spraxloses
femininischen, femininiʃən
erregbarkeit, eərekbaəkait
verbreitete, feəpraietetə
innig, inik
stockwerks, stokveəks
verwendung, feəvənduŋk
schimmerflocken, ʃimeəflokən
natürlichen, natyəlixən
umleuchtet, umloyxtet
lanzenstechen, lantsənstexən
anregend, anreɡənt
fegefeuer, feɡefoyə
rohstoffes, rostofes
stumpfen, stumpfən
arg, aək
schritt, ʃrit
adjective, atjektifə
ehemaliger, eemaliçə
goldfunde, ɡoltfundə
dahinritt, dahinrit
ordners, oətneəs
abgelaufen, apɡelauhfən
zentralheizung, tsəntralhaietsuŋk
schwitzend, ʃvitsənt
einem, aiənem
brannten, prantən
alsogleich, alsoklaix
junonen, junonən
bemerkenswerteren, bemeəkənsveəterən
verdreifacht, feətraiefaxt
schlafzimmers, ʃlaftsimeəs
neugeborene, noyhɡeborənə
rates, rates
aussen, ausən
erwärmendes, eəveəməndes
bogengang, boɡənɡaŋk
tennessee, tənneseə
naturmechanismus, natuəmexanismus
objekten, opjektən
processing, prokesiŋk
anastasius, anastasius
vorlegen, foəleɡən
anspruchsvoll, anspruksfol
vorwurf, foəvuəf
benützen, benytsən
podium, podium
bittrem, bitrem
stotternd, stoteənt
mündiggesprochen, myndikɡesproxən
bischof, biʃof
bauschigen, bauhʃiɡən
nebenher, nebənhə
rentner, rəntnə
betören, betørən
verstörung, feəstøruŋk
vorliebe, foəlibə
erweitere, eəvaietərə
stendhal, stəntal
häßlichste, heslikstə
betrübend, betrybənt
humanisten, humanistən
thatbestand, tatbestant
selbsterkenntnis, tselbsteəkənntnis
vermengend, feəmənɡənt
weitläufigen, vaitloyhfiɡən
gemeinschaft, ɡemainʃaft
prosper, prospə
folgerung, folɡeruŋk
erneuten, eənoyhtən
geschlängelten, ɡeʃleŋeltən
schmiedend, ʃmidənt
überstürzung, ybeəstyətsuŋk
monopol, monopol
gelüstet, ɡelystet
terrassenförmig, teərasənføəmik
stoffbezeichnungen, stofbetsaixnuŋən
größen, krøsən
copie, kopiə
weltenkünstlers, veltənkynstleəs
luther, lutə
verklärter, feəkleətə
überwuchern, ybeəvuxeən
mäßigkeit, mesikkait
zugesandt, tsuɡesant
vermochte, feəmoxtə
gestreut, ɡestroyt
aberwitzes, abeəvitses
besetzt, besetst
redlicher, retlixə
jubeln, jubeln
vorbeizogen, foəbaietsoɡən
irrtums, iərtums
schmeichlerischer, ʃmaixleriʃə
ermattet, eəmatet
vielhundert, filhundeət
wohl, vol
davonträgt, dafontreɡt
jugendfrische, juɡəndfriʃə
wechselnd, vekselnt
moralphilosophie, moralfilosofiə
ursachen, uəsaxən
forschenden, foəʃəndən
haushalte, haushaltə
fabricius, faprikius
umspannten, umspantən
einschiffte, ainʃiftə
kelchglas, kelxklas
fußtritt, fustrit
bestimmteren, bestimterən
spalier, spaliə
rhythmischen, rhytmiʃən
stolze, stoltsə
titanenzeitalters, tietanəntsaietalteəs
gürtelschmuck, ɡyətelʃmuk
schaume, ʃaumə
schäbigen, ʃebiɡən
mannes, manes
grüne, krynə
projektion, projektsion
marmornes, maəmoənes
kosmologisches, kosmoloɡiʃes
kultes, kultes
paletots, paletots
kutschierte, kut͡ʃiətə
anschicken, anʃikən
tressenhut, tresənhut
hoben, hobən
sechsfachen, tseksfaxən
geltend, ɡeltənt
siegelring, tsiɡelriŋk
anzuliegen, antsuliɡən
groll, krol
eigentümlicher, aieɡəntymlixə
werdend, veədənt
besonnenheit, besonənhait
phänomenon, fenomenon
kurzhalsig, kuətshalsik
prometheusgedicht, prometoysɡedixt
sohns, tsons
fechtend, fextənt
kennern, kənneən
bodens, bodəns
einreden, ainredən
hinausgeht, hinausɡet
schimpfendem, ʃimpfəndem
entgleitet, əntklaietet
beauftragte, beauftraktə
rief, rif
mannigfaltigen, manikfaltieɡən
spekulatives, spekulatiefes
taubenpost, tauhbənpost
kirchlein, kiəxlain
jagd, jaɡt
notwendigerweise, notvəndiɡeəvaisə
pfosten, pfostən
lied, lit
allvermögende, alfeəmøɡəndə
wiederkehren, videəkerən
fasst, fast
bevorstand, befoəstant
noli, noli
bezweifelten, betsvaiefeltən
stützpunkt, stytspuŋkt
anderm, andeəm
unmittelbarem, unmitelbarem
robert, robeət
gefalle, ɡefalə
objekte, opjektə
rollenbild, rolənbilt
einkommt, aiŋkomt
aufsehn, aufsen
schlafend, ʃlafənt
blätter, pletə
genugzutun, ɡenuktsutun
heiss, hais
zusammenzuwirken, tsusaməntsuviəkən
aufzeigen, auftsaieɡən
beförderlich, beføədeəlix
linkisch, liŋkiʃ
übereingekommen, yberaiŋekomən
bohrversuche, boəfeəsuxə
bronzenen, prontsenən
hochgestellten, hoxɡesteltən
nachtfröste, naxtfrøstə
leichtgläubigkeit, laixtkloyhbikkait
gebirge, ɡebiəɡə
livius, lifius
vetitum, fetietum
berninis, beəninis
brausend, prauhsənt
heers, heəs
wünschenswert, vynʃənsveət
lucis, lukis
lächelnde, lexelndə
aufgangs, aufɡaŋs
nosce, noskə
schöpferisch, ʃøpferiʃ
flammenpfeil, flamənpfail
wiedergeben, videəɡebən
herabfallenden, herapfaləndən
agnus, aknus
verständig, feəstendik
geschickte, ɡeʃiktə
pilgerin, pilɡerin
bezauberte, betsauhbeətə
überstehen, ybeəstehən
wortdichter, voətdixtə
thurme, tuəmə
gefährten, ɡefeətən
verunglückte, feruŋklyktə
unheimlichen, unhaimlixən
unerrathenen, uneəratenən
etextes, etekstes
wachskerzen, vakskeətsən
entgegenzusetzen, əntɡeɡəntsusetsən
feststehender, feststehəndə
tressen, tresən
gewiße, ɡevisə
anehmen, anemən
hurtig, huətik
runden, rundən
warnenden, vaənəndən
searched, tseaəxet
wachsamer, vaksamə
löschte, løʃtə
glocken, klokən
umhergestellt, umheəɡestelt
pindus, pindus
sonderliches, tsondeəlixes
verheiratete, feəhaiəratetə
zeitstellen, tsaitstelən
gegenteils, ɡeɡəntails
nächstfolgende, nekstfolɡəndə
abzielt, aptsilt
sofatisch, tsofatiʃ
amt, amt
unaufmerksamkeit, unaufmeəksamkait
erdbeben, eətbebən
traue, trauə
semitischen, tsemitiʃən
womöglich, vomøklix
trinksprüche, triŋkspryxə
vorübertanzenden, forybeətantsəndən
herzschläg, heət͡ʃlek
bäckersleut, bekeəsloyt
hinzuzieh, hintsutsi
leidvoller, laitfolə
szientifische, stsintiefiʃə
applaudierte, aplauhdiətə
ordner, oətnə
gemangelt, ɡemaŋelt
korn, koən
vorstellungsart, foəsteluŋksaət
codex, kodeks
beaulieu, beauhliu
felsen, felsən
weinstube, vainstubə
halbes, halbes
schicktest, ʃiktest
ehren, erən
stumm, stum
realisten, realistən
anfällen, anfelən
helden, heldən
irgendwelchen, iəɡəntvelxən
normanne, noəmanə
erlangen, eəlaŋən
erlaue, eəlauə
königsmantel, køniçsmantel
kupferfarbenen, kupfeəfaəbenən
wissend, visənt
gestühl, ɡestyl
fähigkeit, feikkait
nachfühlbar, naxfylbaə
zeugnissen, tsoyknisən
placieren, plakirən
ausstopfen, austopfən
frag, frak
auslöschen, ausløʃən
heldenmäßiges, heldənmesiɡes
ausbruch, ausprux
eigentümlichkeit, aieɡəntymlixkait
speck, spek
todhass, totas
überwinden, ybeəvindən
kohlensaures, kolənsauhres
aufwendungen, aufvənduŋən
garnicht, ɡaənixt
klüfte, klyftə
emsiger, emsiçə
zeitverhältnis, tsaitfeəheltnis
erdenkreis, eədənkrais
identische, idəntiʃə
lächerlichen, lexeəlixən
sohne, tsonə
belohnt, belont
grundangelegenheiten, krundaŋeleɡənhaietən
sitt, tsit
eigne, aiknə
angestaunte, aŋestauntə
eigentliche, aieɡəntlixə
ausgeführten, ausɡefyətən
leichtsinnige, laixtsiniçə
aufgerichteten, aufɡerixtetən
weißgetünchte, vaisɡetynxtə
unbequemlichkeiten, unbekvemlixkaietən
eingeborene, aiŋeborənə
verbleiben, feəplaiebən
meeressaum, meresaum
ebendiese, ebəndisə
lotteriegewinst, loteriɡevinst
zwingst, tsviŋst
erfragst, eəfraɡst
erklärungsgründen, eəkleruŋskryndən
erscheinenden, eəʃaiənəndən
tonfolgen, tonfolɡən
quirinale, kvirinalə
herumdrücken, herumtrykən
perzeption, peətseptsion
beschwichtigt, beʃvixtiɡt
pelikan, pelikan
sinken, tsiŋkən
excess, ekskes
funkle, fuŋklə
thieren, tirən
messene, mesənə
keimen, kaiemən
klagend, klaɡənt
wölkchen, vølkxən
französischen, frantsøsiʃən
fortlebt, foətlebt
zusammentraf, tsusaməntraf
galatafeln, ɡalatafeln
minderm, mindeəm
verleger, feəleɡə
glanzgestein, klantsɡestain
jeglichem, jeklixem
gualanden, ɡualandən
ortschaft, oət͡ʃaft
zehren, tserən
zerstörungslust, tseəstøruŋslust
empedokles, empedokles
achthaben, axtabən
wettkampfe, vetkampfə
feindliche, faintlixə
ausbeutete, ausboyhtetə
civilisirten, kifilisiətən
leute, loytə
abzunehmen, aptsunemən
umschlang, umʃlaŋk
rittersaales, riteəsales
ausbog, ausbok
fühlbarer, fylbarə
jagdtrieb, jaɡtrip
reiterkopf, raieteəkopf
aufschwung, aufʃvuŋk
umhüllten, umhyltən
vorangehende, foraŋehəndə
allerhöchste, aleəhøkstə
umschlingen, umʃliŋən
must, must
ungezwungen, uŋetsvuŋən
sämtliche, tsemtlixə
hülle, hylə
angelegte, aŋelektə
halfst, halfst
ratsam, ratsam
abwechselung, apvekseluŋk
apollinisches, apoliniʃes
morgenfrische, moəɡənfriʃə
buntem, buntem
nile, nilə
läuteten, loyhtetən
unverrückbar, unfeərykbaə
weiber, vaibə
spaß, spas
sproßten, sprostən
hinabtauchen, hinaptauhxən
nitimur, nitimuə
diner, dinə
umwerfenderes, umveəfənderes
heult, hoylt
leidvollste, laitfolstə
weltenräume, veltənroymə
untersteckt, unteəstekt
befriedigen, befridiɡən
schimmerstreifen, ʃimeəstraiefən
addition, atditsion
rehbraune, repraunə
vermeinte, feəmaintə
stifte, stiftə
versehn, feəsen
bittweise, bitvaisə
kundgiebt, kuntɡibt
klein, klain
herauszubringen, heraustsupriŋən
eingestreut, aiŋestroyt
anwohner, anvonə
lehren, lerən
entsprach, əntsprax
werks, veəks
abgesetzt, apɡesetst
genugtuung, ɡenuktuuŋk
abbild, apbilt
gewalttätig, ɡevaltetik
festgebrauch, festɡepraux
mondenschein, mondənʃain
betrunkene, betruŋkənə
wenigem, veniɡem
logisches, loɡiʃes
nah, na
gelockert, ɡelokeət
verehrter, fereətə
getauft, ɡetauft
hinterbacken, hinteəbakən
stammherr, stamheər
nebel, nebel
leistung, laistuŋk
flachs, flaks
unbescheidenheit, unbeʃaiedənhait
beben, bebən
unterstützenden, unteəstytsəndən
präludirend, preludirənt
exponiert, eksponiət
gehorsam, ɡehoəsam
volksvermischung, folksfeəmiʃuŋk
leibchen, laipxən
deinesgleichen, daiənesklaiexən
gestenspiel, ɡestənspil
indianischen, indianiʃən
geistlos, ɡaistlos
herbstnebel, heəbstnebel
dazuhalten, datsuhaltən
directen, direktən
wohltönende, voltønəndə
wurzelt, vuətselt
obenein, obenain
zornentglüht, tsoənəntklyt
gedärm, ɡedeəm
baß, bas
ask, ask
unmoralischen, unmoraliʃən
scheuche, ʃoyxə
bleichsucht, plaiksuxt
miedern, mideən
ix, iks
optimismus, optiemismus
paradesitzungen, paradesitsuŋən
ritzen, ritsən
plautus, plauhtus
selbstlos, tselbstlos
absorbierende, apsoəbirəndə
kegels, keɡels
hausgottesdienst, hausɡotesdinst
vereinbarung, ferainbaruŋk
klassischen, klasiʃən
kühne, kynə
prüfung, pryfuŋk
tertia, teətia
tauchte, tauxtə
neugerichteten, noyhɡerixtetən
vorüberwallte, forybeəvaltə
gewohntermaßen, ɡevonteəmasən
entwickelteren, əntvikelterən
göttersymbolik, ɡøteəsymbolik
schlang, ʃlaŋk
auftrat, auftrat
verkleidete, feəklaiedetə
conservative, konseəfatifə
stöberten, støbeətən
verbindlich, feəbintlix
ernstliche, eənstlixə
ertappe, eətapə
schreibenden, ʃraiebəndən
vorzurücken, foətsurykən
fonds, fonds
bestrebt, bestrebt
mädchens, metxəns
salzig, tsaltsik
verstandesvermögen, feəstandesfeəmøɡən
